"pred_ili[15,13]","pred_ili[16,13]","pred_ili[17,13]","pred_ili[18,13]","pred_ili[19,13]","pred_ili[20,13]"
0.0117388,0.013993,0.0159664,0.0299748,0.0743143,0.205421
0.0118892,0.0113695,0.0105028,0.0116901,0.0109477,0.0126876
0.0124235,0.0145476,0.0121329,0.0102213,0.0105458,0.0131092
0.0118678,0.0122596,0.0113125,0.0113293,0.00922477,0.00954302
0.0139586,0.0157527,0.0120446,0.0118517,0.0114638,0.0151771
0.0115073,0.0132902,0.0113444,0.0121852,0.0131087,0.0185748
0.0123419,0.0139861,0.0122366,0.0137718,0.0126248,0.0160533
0.0134413,0.0130325,0.0101777,0.0111329,0.0140381,0.0165186
0.0147243,0.0144235,0.0147489,0.0115664,0.0164952,0.0203723
0.0124063,0.0115637,0.0111679,0.00952377,0.011056,0.0139356
0.0106641,0.0137527,0.0100092,0.0113896,0.0112861,0.0157323
0.0117597,0.0132901,0.00810383,0.00641059,0.00554321,0.00644429
0.0130223,0.0147284,0.00967341,0.011343,0.00953343,0.0132228
0.00930451,0.0153706,0.00815256,0.00964599,0.0115077,0.0160988
0.0125424,0.0136723,0.0124325,0.0112666,0.0123947,0.0121086
0.0110719,0.010415,0.0114093,0.0128455,0.0133161,0.0150534
0.0122696,0.00920154,0.00514528,0.00348483,0.00466204,0.00423244
0.0122542,0.0151072,0.0123677,0.0112431,0.0133881,0.01533
0.0129379,0.0139667,0.0119696,0.0125527,0.0126108,0.0161789
0.0130881,0.0128221,0.0105614,0.0115701,0.0104724,0.0142684
0.0117108,0.0115441,0.0102189,0.0101919,0.0108738,0.011907
0.0120811,0.0137581,0.0115331,0.00917784,0.0101396,0.0134123
0.0127603,0.0124354,0.0101834,0.00965143,0.0123738,0.0169288
0.0165003,0.0145137,0.0120853,0.00867567,0.0129931,0.0155753
0.0133583,0.0148983,0.0116299,0.0116701,0.0093497,0.0115051
0.0146315,0.0137565,0.0103799,0.012338,0.0139781,0.0191575
0.0138669,0.0169863,0.0154887,0.0149021,0.0152049,0.0163444
0.0134751,0.0112685,0.011707,0.0108103,0.0103568,0.0148842
0.0132837,0.0139855,0.0128032,0.0146678,0.0135348,0.0171583
0.0133969,0.0131989,0.0112731,0.0109173,0.0118058,0.0166162
0.0119764,0.018835,0.0120317,0.0133765,0.0162909,0.0230373
0.0151355,0.0162754,0.0109655,0.0127593,0.0124916,0.0189013
0.0138564,0.0140118,0.0116655,0.0132668,0.0140211,0.0146904
0.0128027,0.0144663,0.00922112,0.0116754,0.0132433,0.0148226
0.0116804,0.0121535,0.0102657,0.00870465,0.00654673,0.00451495
0.0110057,0.0139638,0.0113445,0.0113886,0.0133531,0.0212888
0.0121935,0.0131265,0.0105384,0.0119871,0.0146563,0.0176158
0.0138593,0.0154764,0.0112525,0.00972374,0.0125516,0.0164359
0.0134681,0.0166075,0.0117775,0.0117237,0.0130774,0.0186207
0.00954068,0.010327,0.00950868,0.00808664,0.00833755,0.00865645
0.0130471,0.0139454,0.0114486,0.0114368,0.0110319,0.0152574
0.0127294,0.0135573,0.0118211,0.00998163,0.00766189,0.00916632
0.0127318,0.0145622,0.0117611,0.0108502,0.0107586,0.0160984
0.010184,0.0137875,0.0117695,0.0108264,0.00934181,0.0153657
0.0124712,0.0127877,0.0122595,0.0120974,0.0128669,0.0175877
0.015406,0.0176175,0.0139177,0.0158113,0.0141873,0.0173728
0.00932536,0.0128057,0.0126543,0.0115324,0.0128853,0.0151089
0.0117011,0.0142165,0.00998262,0.0115216,0.0106553,0.0128384
0.0122237,0.0144549,0.0125787,0.0106789,0.0128975,0.012371
0.0135058,0.0155899,0.0120684,0.0110899,0.0147855,0.017346
0.0144593,0.0175985,0.0128757,0.0122851,0.0164278,0.0173861
0.0116941,0.0133418,0.00953592,0.00978572,0.0107165,0.0130729
0.0119787,0.0132799,0.00856335,0.0105198,0.00911199,0.0161069
0.0118014,0.0141662,0.012613,0.0143242,0.0126455,0.0136647
0.0137593,0.0152854,0.0151483,0.0127568,0.0124812,0.0169627
0.0139513,0.0127869,0.0103952,0.0121828,0.0168838,0.0152737
0.0135824,0.0194148,0.0117744,0.0126293,0.0140673,0.01763
0.0150005,0.0188431,0.0161345,0.0142125,0.0164871,0.0244416
0.0136646,0.0119576,0.00493827,0.00427442,0.00355993,0.00397818
0.0118408,0.0132682,0.013198,0.0125195,0.0122255,0.0173164
0.0143912,0.0160868,0.0127329,0.0127149,0.0136764,0.0169219
0.0131021,0.0168643,0.0107164,0.010438,0.0101168,0.0156768
0.0129007,0.0127433,0.0108823,0.0121986,0.0111432,0.0176174
0.0133536,0.013162,0.0109326,0.0114366,0.0114993,0.0132368
0.0104677,0.0171164,0.0139323,0.0150106,0.0135444,0.0211979
0.0108679,0.0115826,0.0060664,0.0109561,0.0103819,0.0142332
0.0128788,0.0145352,0.0104138,0.0107126,0.0119489,0.0166914
0.0156021,0.0169368,0.0103997,0.0119928,0.0124874,0.018482
0.0105696,0.0114614,0.010033,0.012196,0.01219,0.0119684
0.0125617,0.0132318,0.0145155,0.0108818,0.0134567,0.0171681
0.0140849,0.0136932,0.0115518,0.01178,0.0116799,0.0148457
0.0132563,0.0133614,0.0113382,0.0115732,0.0103472,0.0148586
0.0148037,0.015502,0.0157423,0.0191118,0.0211744,0.039718
0.0129035,0.0121418,0.0106926,0.0112824,0.010403,0.0132585
0.0127244,0.014788,0.0110036,0.0117543,0.012255,0.0132034
0.0147563,0.0157835,0.0110461,0.0112285,0.0140848,0.018249
0.0134078,0.0138955,0.0107395,0.0140326,0.0161688,0.0150793
0.0125837,0.0112706,0.0125449,0.0122461,0.0128492,0.0135042
0.0148733,0.0140192,0.0162132,0.041044,0.0718322,0.0813919
0.01415,0.0160299,0.0157906,0.0186378,0.0202124,0.0312308
0.0123445,0.0128958,0.0134335,0.0119117,0.0118507,0.0185767
0.0110837,0.0186546,0.024951,0.031481,0.0508911,0.0772525
0.012443,0.0156619,0.0124357,0.0130072,0.0111869,0.0149828
0.012137,0.0144877,0.0104867,0.0098367,0.0116973,0.0140677
0.0168663,0.0131327,0.0113087,0.00907828,0.0151526,0.0183349
0.0117212,0.0138103,0.01137,0.00911241,0.0144631,0.0150447
0.0132218,0.0148813,0.0120522,0.0121931,0.0149487,0.018385
0.0128269,0.0147795,0.0101688,0.0124603,0.0126624,0.0170748
0.0200629,0.0167883,0.0114719,0.0157577,0.00862391,0.0180602
0.0122057,0.00971758,0.0103116,0.0122648,0.0101217,0.012079
0.0128082,0.0158918,0.0105461,0.0114719,0.0118106,0.0158135
0.0151244,0.0138147,0.00816421,0.0108354,0.010759,0.0159991
0.0132433,0.0144512,0.0121698,0.0111466,0.0130575,0.0144474
0.0114322,0.0127696,0.0128841,0.0113939,0.0118612,0.0141486
0.0138294,0.0138581,0.0128189,0.0126498,0.0123263,0.0141816
0.012559,0.0125592,0.0105954,0.0121412,0.0119262,0.0156952
0.011812,0.0155208,0.0121407,0.0126046,0.0147833,0.0162304
0.0119365,0.0127788,0.0133701,0.0116319,0.00948459,0.0131827
0.0144779,0.0157719,0.0108031,0.0114903,0.0114096,0.015307
0.0135281,0.0143252,0.0129909,0.0186599,0.0219261,0.0510208
0.0122529,0.0147468,0.0108225,0.0108582,0.0108914,0.0116317
0.0131662,0.0119452,0.0104407,0.0108541,0.00894362,0.014155
0.0109507,0.013826,0.0104017,0.0100673,0.00939852,0.0137339
0.0131754,0.0133864,0.0105074,0.00830107,0.0106568,0.0146978
0.00945895,0.0130749,0.0120028,0.0109138,0.0118922,0.0143392
0.0102805,0.0123703,0.00920838,0.0103362,0.0120123,0.0139748
0.0118424,0.0114105,0.011797,0.0125989,0.0102199,0.0148483
0.0120604,0.0155528,0.0132213,0.0111864,0.0144219,0.0157282
0.0120531,0.0161381,0.0101937,0.0122793,0.011336,0.0135365
0.0125535,0.0118299,0.0120619,0.0129364,0.0111465,0.0155209
0.0133966,0.0149055,0.0116314,0.0128705,0.0130695,0.0570484
0.0141426,0.0136556,0.0101613,0.0117448,0.0134004,0.0138966
0.0144004,0.0168297,0.0139391,0.0177971,0.0281439,0.0573569
0.0132415,0.0138541,0.0109755,0.0145227,0.0119268,0.0152266
0.0120064,0.013051,0.0109137,0.0131659,0.0135464,0.0190795
0.0115276,0.0122198,0.0120525,0.00979413,0.00976446,0.0156464
0.0111372,0.0131448,0.0117123,0.00946061,0.0142841,0.014939
0.0114553,0.0129626,0.0123257,0.011487,0.0113023,0.0136799
0.0140712,0.0133844,0.0114491,0.0109488,0.0125818,0.016387
0.0148853,0.0162921,0.0128082,0.0124441,0.0121843,0.0157534
0.0132057,0.0126752,0.00949445,0.0104564,0.00986802,0.0118652
0.0134471,0.0137097,0.0104585,0.010965,0.0129797,0.0184032
0.0127132,0.0154427,0.0123801,0.0120384,0.012715,0.0137252
0.0137343,0.0159779,0.010997,0.0100379,0.010379,0.0153046
0.012625,0.0150073,0.0124639,0.0126161,0.0123677,0.0157249
0.0136064,0.0141158,0.0114674,0.0111706,0.013092,0.0140616
0.0108897,0.0134488,0.010299,0.0106006,0.00959462,0.0094334
0.0124663,0.0138678,0.0105198,0.0117648,0.0110163,0.0136212
0.0140975,0.0158465,0.0119489,0.0119866,0.0158982,0.0209773
0.0135728,0.0140145,0.0148738,0.015034,0.015231,0.0173818
0.0108927,0.0163459,0.0113239,0.0120546,0.0132463,0.0178542
0.0140685,0.0123485,0.0102645,0.0129019,0.0107756,0.0146379
0.0122593,0.0163103,0.0135762,0.013868,0.0125894,0.0145922
0.0112777,0.0154127,0.0110803,0.012055,0.0123369,0.0141468
0.0130241,0.0116413,0.00981217,0.00830139,0.00862208,0.0128624
0.0149047,0.0150724,0.0115067,0.0129986,0.0106469,0.0152686
0.0130193,0.0152991,0.0141275,0.0155967,0.0147287,0.019376
0.0129672,0.0130832,0.0143304,0.00777137,0.0153761,0.0210729
0.0130684,0.0123581,0.0107469,0.0111633,0.0118864,0.0147983
0.013428,0.0145582,0.0131077,0.0112065,0.0125932,0.0164215
0.0125967,0.0139064,0.00982298,0.0110632,0.011724,0.0165044
0.0118795,0.0134993,0.0132707,0.0121522,0.00981553,0.0155312
0.013366,0.0127152,0.0128644,0.0132113,0.0102873,0.0160855
0.0122877,0.0128816,0.0143294,0.0147891,0.0121447,0.0152737
0.0142249,0.0148234,0.0138094,0.0132579,0.0144299,0.0216466
0.0116739,0.0125567,0.0133011,0.0110184,0.0146337,0.0199273
0.012776,0.0136653,0.0102814,0.0120332,0.0133038,0.0142704
0.0148869,0.0162162,0.0115372,0.0130367,0.0124031,0.0122756
0.0135816,0.0142702,0.0117598,0.00940121,0.0105348,0.0109284
0.00935362,0.0139422,0.0109285,0.0111949,0.0137876,0.0173175
0.0130099,0.0126254,0.0105079,0.0109182,0.00853001,0.0149418
0.0121884,0.0133154,0.0106114,0.0111913,0.0123304,0.0148173
0.0113837,0.0141518,0.0116745,0.0117224,0.0152076,0.0177423
0.0116548,0.0128137,0.0104935,0.0114807,0.0119018,0.0165812
0.011536,0.0131069,0.0100134,0.00909812,0.0141476,0.018739
0.0125646,0.0152527,0.0108782,0.0133257,0.0134867,0.0141477
0.0109494,0.0122188,0.0110431,0.00953977,0.00945272,0.0142291
0.0168882,0.0174566,0.011902,0.0126432,0.011474,0.0158435
0.0122863,0.0136921,0.0119761,0.0128201,0.0135924,0.015602
0.0140129,0.0151581,0.0120975,0.0135543,0.0122273,0.0157237
0.0111924,0.0131298,0.0108614,0.0106461,0.0118725,0.013301
0.0111394,0.0132824,0.0117735,0.0133319,0.0130608,0.0145186
0.010451,0.015774,0.0131066,0.0139183,0.0140939,0.0175758
0.0126461,0.0138547,0.0128767,0.0125589,0.0121255,0.0181442
0.0152395,0.012928,0.0154325,0.0153698,0.0103838,0.0160057
0.0103505,0.0120131,0.0130076,0.00971155,0.00941956,0.0112301
0.0116714,0.0119954,0.0109962,0.0114094,0.00849324,0.0165036
0.0109122,0.0157412,0.011087,0.0100552,0.0113085,0.0147248
0.00758645,0.0132886,0.00857092,0.0117774,0.0130021,0.0191828
0.0108154,0.0118016,0.0164986,0.0115911,0.00860595,0.011369
0.0120911,0.0137196,0.0106324,0.0153247,0.0139909,0.0140561
0.0127383,0.0141938,0.0102383,0.0139566,0.0114825,0.0135594
0.0115616,0.0141901,0.0120482,0.01281,0.0112869,0.0142669
0.00927849,0.0135832,0.00880092,0.00964946,0.00794284,0.014653
0.0141929,0.0131948,0.0108243,0.0105309,0.00984913,0.0184397
0.0112713,0.0121435,0.011401,0.0121281,0.0135512,0.0145484
0.0118139,0.0138316,0.0109106,0.00897297,0.0117335,0.0159862
0.009353,0.0154408,0.0105586,0.0117163,0.0119957,0.0122525
0.0119523,0.0138244,0.0101005,0.0123732,0.0101391,0.0137489
0.0137464,0.0153455,0.0112504,0.00898662,0.0109762,0.0148685
0.0110766,0.0115031,0.0106945,0.0121548,0.0134087,0.0185507
0.0161437,0.0134391,0.0110552,0.0134248,0.0117756,0.0161402
0.0142287,0.0190197,0.00921682,0.0114548,0.0108398,0.0171606
0.0141098,0.0137779,0.0137612,0.0128607,0.012291,0.0179046
0.00987496,0.0116843,0.00918506,0.0090624,0.0143336,0.022485
0.00912426,0.0118128,0.0106675,0.0155695,0.0093993,0.0153093
0.0137602,0.0122876,0.00981854,0.00917081,0.0120428,0.0160234
0.0140149,0.0145915,0.0134883,0.00869275,0.0138096,0.0146064
0.012546,0.010994,0.0100138,0.00927925,0.0129115,0.0134025
0.0124258,0.0106112,0.0134226,0.0124794,0.0178846,0.0167629
0.0116364,0.0113594,0.0133112,0.0130028,0.0104112,0.0154797
0.0115621,0.0130476,0.0134712,0.0106783,0.0148536,0.0182113
0.0131521,0.0122804,0.0102142,0.0101285,0.0123156,0.01184
0.0144843,0.0131988,0.00853226,0.0125783,0.0113847,0.0161464
0.0118404,0.0151304,0.014102,0.013527,0.0121843,0.0134817
0.00950925,0.0168281,0.0101212,0.0127502,0.0132197,0.0202858
0.0121932,0.0137411,0.0110973,0.0110351,0.0124483,0.0197668
0.0127033,0.0185962,0.00891465,0.0110749,0.0116712,0.0109147
0.0106627,0.0122296,0.0137962,0.0121247,0.0110442,0.0149458
0.0140999,0.0134972,0.00995012,0.0157068,0.0138505,0.0168937
0.0100403,0.0131629,0.0116213,0.0134505,0.0106853,0.0140751
0.0117408,0.0113947,0.0111393,0.0113718,0.00957266,0.0162616
0.0106478,0.0148444,0.0106501,0.011442,0.0121411,0.0137886
0.0130047,0.013764,0.0109756,0.0109821,0.0128461,0.0138029
0.0121603,0.0152161,0.00914613,0.011607,0.009375,0.0162177
0.0132473,0.0118381,0.00939962,0.0103443,0.00866989,0.0173708
0.0152987,0.0114143,0.0114093,0.00967198,0.0125176,0.0144349
0.0133116,0.00895362,0.00841465,0.0119561,0.014148,0.0173226
0.00982563,0.0137041,0.0122527,0.0112956,0.0100413,0.0114632
0.0145113,0.0126791,0.00914961,0.0110083,0.0119984,0.0163814
0.0126361,0.0111782,0.0119524,0.00945077,0.0109955,0.0172559
0.0123951,0.0123822,0.00765142,0.0139035,0.0129797,0.014799
0.0134153,0.0134513,0.0118299,0.0107506,0.008526,0.0150413
0.0119267,0.0103194,0.00971626,0.0165218,0.00950758,0.0139091
0.0123035,0.0147195,0.0109773,0.0118851,0.0123726,0.014624
0.00851759,0.0127292,0.0112165,0.013351,0.00924063,0.0155391
0.01293,0.0112548,0.0103148,0.0113025,0.0107984,0.012671
0.011025,0.0135685,0.0117792,0.0109415,0.0109167,0.0156335
0.0095924,0.0146116,0.0110875,0.0135724,0.01063,0.0166221
0.0112569,0.0112476,0.0107011,0.0148583,0.00882118,0.0139008
0.0152489,0.0128993,0.0114629,0.0125309,0.0105247,0.0181826
0.0110804,0.0135965,0.0104614,0.0107409,0.00801509,0.0145714
0.0177976,0.018477,0.0105818,0.00934261,0.0113592,0.0140085
0.0110363,0.0115818,0.00992966,0.0106396,0.0101465,0.0156501
0.0104101,0.0110146,0.00995205,0.0150039,0.0122143,0.0206638
0.00996994,0.0153135,0.0102482,0.0159047,0.010769,0.0171403
0.0123091,0.0158753,0.00958182,0.00935612,0.0110051,0.01525
0.0124648,0.0152479,0.0150016,0.0118053,0.01484,0.0137468
0.0103305,0.0183021,0.0102792,0.00924526,0.0109874,0.014375
0.00998531,0.0175311,0.0101377,0.0138077,0.0143046,0.0184783
0.00985877,0.0174189,0.0104513,0.0119633,0.00893184,0.0165009
0.0139262,0.0103031,0.0104935,0.0104217,0.00981433,0.0148715
0.0149593,0.0113431,0.00964275,0.014883,0.0103432,0.0186305
0.014512,0.0163642,0.00891933,0.0110561,0.012657,0.0137229
0.0161855,0.0116955,0.0124237,0.0128885,0.0118236,0.0185221
0.0156952,0.0144254,0.0121345,0.011311,0.0109193,0.0176363
0.0103678,0.0129897,0.0118751,0.0108915,0.0104801,0.0156274
0.0122745,0.017537,0.0108938,0.0110132,0.0121354,0.0138067
0.0096584,0.0126073,0.0103201,0.0102708,0.0115638,0.0134431
0.0126129,0.0166635,0.0092762,0.00985581,0.00726378,0.00683661
0.00992556,0.0123113,0.00894302,0.0102299,0.0102872,0.0161512
0.0118712,0.0128047,0.0139984,0.00946891,0.0153547,0.0159242
0.00988365,0.0131273,0.0105771,0.0155628,0.0124745,0.0150885
0.0105984,0.0131476,0.0148323,0.00901012,0.0116126,0.0120325
0.014021,0.0114678,0.012476,0.0122364,0.0134028,0.0147363
0.0124959,0.0144868,0.0132045,0.0131912,0.0107835,0.0156839
0.0116077,0.0138363,0.0128979,0.0121942,0.0103963,0.0162776
0.0117561,0.0135082,0.0123526,0.0130991,0.0119094,0.0138856
0.0117273,0.0147004,0.0115886,0.0129764,0.0135661,0.0152496
0.0113716,0.0132921,0.0110737,0.0117268,0.0132882,0.0127295
0.0120872,0.0133323,0.011844,0.01375,0.0136274,0.0155531
0.01326,0.0131855,0.0107223,0.0136608,0.0149357,0.0147092
0.0127884,0.0133569,0.0114897,0.0123782,0.0117781,0.015581
0.0127442,0.0140696,0.0149473,0.0121502,0.016747,0.0130361
0.0125938,0.0119205,0.0113428,0.0137891,0.0146086,0.0191063
0.010449,0.0148756,0.0131194,0.0110872,0.0144463,0.017026
0.0117702,0.0114451,0.00872467,0.00824437,0.0103505,0.0115041
0.0138316,0.015709,0.0108673,0.0129562,0.0120215,0.016112
0.0122214,0.0146355,0.0124545,0.011489,0.00988897,0.0137482
0.011401,0.0137991,0.00958604,0.00947922,0.0108282,0.0121585
0.0124672,0.0145452,0.0126331,0.0105451,0.0130612,0.0136652
0.00862937,0.0135124,0.0114151,0.0124009,0.0118669,0.0142132
0.0125095,0.0165534,0.0104921,0.0110505,0.012294,0.0174425
0.0139753,0.0129677,0.00914868,0.0107022,0.0107478,0.0137129
0.00996025,0.0126771,0.010787,0.0103307,0.0104717,0.0152568
0.0109758,0.0143716,0.00969194,0.00813686,0.00905455,0.0131001
0.0122492,0.0104528,0.00989674,0.0130997,0.0112864,0.0132768
0.0121466,0.0108501,0.00809616,0.0107165,0.0093057,0.0131799
0.0151475,0.0178526,0.0148308,0.0152389,0.0208901,0.0255136
0.00905673,0.0125187,0.0109713,0.0120788,0.0131048,0.0160912
0.0133802,0.0133069,0.0125918,0.0123501,0.0124236,0.0224571
0.0106312,0.0136723,0.0101176,0.0107234,0.0118445,0.0149121
0.0131212,0.0170891,0.0123949,0.017983,0.0206043,0.0274569
0.0133714,0.0146369,0.0113317,0.0101229,0.013009,0.0162943
0.0121876,0.0141141,0.00996122,0.0131519,0.0109675,0.0180758
0.0111436,0.0124313,0.0114662,0.0110237,0.0117175,0.0174497
0.0114282,0.013976,0.00864736,0.0098492,0.00937279,0.0138849
0.0122502,0.0129619,0.00857835,0.00938324,0.0133275,0.0157683
0.0122901,0.0133533,0.0103901,0.0124048,0.0126574,0.0164505
0.0132842,0.0136339,0.0100691,0.00878183,0.00803629,0.0124152
0.0124697,0.013987,0.0104793,0.010472,0.00869113,0.0120797
0.0102823,0.011876,0.0116342,0.00827983,0.0100575,0.0118599
0.0123414,0.0117826,0.0122124,0.0130517,0.011734,0.0125822
0.0138959,0.0140276,0.0129244,0.0129943,0.0151149,0.0180315
0.0110194,0.0133169,0.0122372,0.0132855,0.0113228,0.0151469
0.012466,0.0133346,0.010756,0.00969407,0.0104745,0.0176444
0.0119941,0.0114211,0.0138565,0.0129807,0.0139488,0.017789
0.0120648,0.0187424,0.0123265,0.0165366,0.0152036,0.0281047
0.0128636,0.0149699,0.0110045,0.0117477,0.00982537,0.0121619
0.012384,0.0128297,0.0123832,0.0119613,0.0125137,0.0166182
0.0137331,0.0148668,0.0107085,0.00929882,0.0131167,0.0118535
0.0147445,0.014601,0.0115919,0.0117107,0.0141131,0.0166277
0.0110362,0.0149052,0.0108956,0.011209,0.0134827,0.0163611
0.0131119,0.0139835,0.0110473,0.0130358,0.0142167,0.0162465
0.0157414,0.0154875,0.0153335,0.0194481,0.0164724,0.0261397
0.0103677,0.0130016,0.00874622,0.00856882,0.00922647,0.0136573
0.012099,0.0137846,0.00947636,0.00983756,0.0125437,0.0160777
0.0118024,0.0151671,0.0112982,0.0113676,0.0120218,0.0138981
0.0148676,0.0168993,0.0103134,0.0145676,0.0132804,0.0205925
0.0130633,0.0140867,0.0136095,0.0149048,0.0222867,0.0339089
0.0119416,0.0150681,0.00952717,0.0116333,0.0114156,0.0157127
0.0112385,0.0163138,0.0148365,0.0162056,0.0124582,0.0186931
0.0104473,0.0144021,0.0107868,0.0116727,0.0116236,0.0111894
0.0124155,0.0152007,0.0106857,0.0120186,0.0147505,0.0142685
0.0112316,0.0119245,0.0105877,0.0112282,0.0118675,0.0139171
0.0108212,0.0113447,0.0108987,0.0139851,0.0114606,0.0140334
0.0143779,0.0132756,0.0104775,0.0124143,0.0113386,0.0167213
0.0121018,0.0144975,0.0111612,0.0102559,0.0118949,0.01483
0.012849,0.0123631,0.0103062,0.0108595,0.0108276,0.0152127
0.0135891,0.0144875,0.010877,0.011794,0.0101852,0.0145459
0.0124252,0.0122344,0.0150263,0.0110577,0.0142666,0.0154425
0.0133222,0.0199616,0.0159268,0.0156541,0.0151595,0.0205868
0.012671,0.0152758,0.0134289,0.0147846,0.0133569,0.0146872
0.0127887,0.0129243,0.00967939,0.0129446,0.0101735,0.0117329
0.0158671,0.0144896,0.0119643,0.0116571,0.0121778,0.015816
0.0124436,0.0145052,0.00785368,0.00905394,0.0102548,0.0142514
0.0138899,0.0125621,0.0120857,0.0115748,0.0106067,0.0141881
0.0137362,0.0158267,0.0114235,0.0124005,0.0109552,0.01633
0.0124968,0.0127797,0.0126187,0.0121298,0.011485,0.0155675
0.00962288,0.011231,0.00929017,0.00946783,0.0120943,0.0148321
0.0124623,0.0147868,0.0136067,0.0126379,0.0100728,0.0146677
0.0120911,0.0157891,0.0107498,0.0117684,0.0151884,0.0160063
0.0149067,0.0123612,0.0133307,0.0120832,0.0115352,0.0133257
0.01348,0.0157038,0.0111258,0.0133915,0.0132443,0.0192266
0.00969178,0.0135465,0.00951499,0.0120207,0.00981785,0.015924
0.0114756,0.0142079,0.0107972,0.0119506,0.0111285,0.013237
0.0128968,0.015752,0.00995874,0.010588,0.0104972,0.0149814
0.0170566,0.0154466,0.0131309,0.0133746,0.0137949,0.019022
0.0135449,0.00899365,0.00859534,0.00692832,0.00771943,0.0120935
0.0161552,0.0124049,0.0131804,0.014485,0.0155549,0.021619
0.0128045,0.00942769,0.00616835,0.00494115,0.00688402,0.00746174
0.0169868,0.0161028,0.0126366,0.0135266,0.0123054,0.014005
0.0115944,0.0107372,0.00931835,0.00685263,0.00768654,0.00728176
0.0120501,0.0163897,0.0105532,0.0105338,0.0108907,0.0139689
0.0136299,0.0140092,0.00991767,0.0149108,0.0126304,0.0184938
0.0142127,0.0124883,0.0118724,0.00831198,0.00888079,0.0110886
0.0141843,0.0159663,0.0152865,0.0153797,0.0196423,0.0218198
0.010833,0.0149661,0.0103831,0.0132702,0.0126813,0.0188926
0.0104602,0.0121922,0.0104369,0.0109974,0.00938295,0.00996139
0.00969432,0.0115806,0.0101249,0.0121813,0.0115337,0.0146516
0.00961467,0.0137996,0.0121836,0.011945,0.0122195,0.0194404
0.0144203,0.0149844,0.0112381,0.00857353,0.0124322,0.0141422
0.0122816,0.0142899,0.0141262,0.0126172,0.0165888,0.0221145
0.0139204,0.0184185,0.0148962,0.0156171,0.0143539,0.0163538
0.0131528,0.0151542,0.0124953,0.0151939,0.017145,0.0193291
0.0130163,0.0127278,0.0111899,0.0162985,0.014273,0.0149642
0.00850472,0.0102646,0.0117453,0.0131075,0.0132285,0.0132741
0.011651,0.0163089,0.00891478,0.0100989,0.0101763,0.0164956
0.0135194,0.0139328,0.0100169,0.0111159,0.0131981,0.0197197
0.010289,0.0138596,0.0100484,0.0143398,0.0103776,0.0130569
0.0136051,0.0147739,0.0116268,0.0145654,0.0109855,0.0164994
0.0145864,0.0142774,0.0107959,0.0127731,0.012153,0.0225677
0.0126595,0.0150913,0.0356538,0.20636,0.201428,0.175476
0.0123495,0.0146911,0.0145062,0.0172362,0.0249743,0.0438948
0.0116751,0.0127045,0.0112738,0.0143547,0.0157111,0.0159458
0.0114235,0.013708,0.0110703,0.0122398,0.0115414,0.0179791
0.0138124,0.0123715,0.0113979,0.0145829,0.0172339,0.0237879
0.011995,0.015678,0.0153154,0.0196517,0.0222412,0.0379627
0.0116643,0.014041,0.0105038,0.0130721,0.0131555,0.0181261
0.0119025,0.0125296,0.0099008,0.0116136,0.0105484,0.0131708
0.0152754,0.0147484,0.00856704,0.00847766,0.00475668,0.00680539
0.0124822,0.0169028,0.0134746,0.011987,0.0126479,0.0126722
0.012305,0.0143652,0.0114178,0.011178,0.0125456,0.0181748
0.0128678,0.0170525,0.0138752,0.0165167,0.0216902,0.0321037
0.0131527,0.0115588,0.0115005,0.0110596,0.0101051,0.0152454
0.0128093,0.012125,0.0126673,0.0132819,0.0119027,0.0129271
0.0107122,0.011793,0.00856053,0.0109589,0.0139559,0.0151823
0.0123024,0.0146941,0.0130608,0.0111782,0.0138391,0.0178773
0.0127628,0.0141871,0.0112872,0.0125761,0.0124928,0.0176352
0.011868,0.0153263,0.0106223,0.0110924,0.0106191,0.016796
0.0133752,0.014694,0.0112877,0.00745708,0.0101337,0.0149204
0.0136129,0.0167661,0.0120144,0.0153689,0.0194585,0.018296
0.012338,0.013383,0.00843837,0.00852854,0.00944061,0.0141638
0.0120817,0.0136279,0.0107418,0.0100298,0.0100551,0.011082
0.0109873,0.0133439,0.010412,0.00859379,0.0101949,0.011596
0.0141721,0.0156411,0.00809943,0.00968305,0.00937667,0.0142627
0.0150633,0.0147391,0.0143387,0.0110379,0.00952892,0.0105971
0.0146789,0.0185479,0.0099348,0.0126911,0.0120331,0.017342
0.00707713,0.0119694,0.0120326,0.0107694,0.00798235,0.0158479
0.0141845,0.0225521,0.0138056,0.0146378,0.0190522,0.0168711
0.012388,0.0130285,0.0109181,0.0114627,0.0106542,0.0141591
0.0126639,0.0147725,0.0136808,0.0101511,0.0158172,0.015854
0.0119283,0.0121039,0.0115396,0.0100763,0.0123037,0.0228354
0.0122551,0.0122869,0.00933022,0.00977741,0.0101279,0.0116123
0.0120309,0.0139112,0.0102434,0.0101435,0.0111102,0.0143074
0.0130853,0.0101356,0.00979884,0.0104077,0.0110321,0.0137616
0.0115794,0.012619,0.0112947,0.0088313,0.0103941,0.0122297
0.01324,0.0160521,0.0128798,0.0144547,0.0112078,0.0143804
0.0134763,0.0181778,0.0106389,0.0131233,0.0140922,0.0196767
0.0132957,0.0182951,0.0143588,0.0154713,0.0142789,0.0192592
0.0129361,0.0143007,0.0111979,0.0112232,0.012882,0.0171323
0.0135344,0.0162332,0.0131548,0.0103151,0.0135802,0.0178475
